finalEmotion,anger,trust,fear,sadness,anticipation,disgust,surprise,joy,positive,negetive,Year,Term,Course,Question,tokens,Comments
trust,0,1,0,0,0,0,0,0,0,0,2016,Spring 2016 Midterm,Knowledge Disc in Databases,Why do you find these activities most helpful,show practical implementation algorithms,"They show a practical implementation of Algorithms
"
trust,0,1,0,1,1,1,0,1,2,0,2016,Spring 2016 Midterm,Individual Study,Why do you find these activities most helpful,get experience research can improve skills in my interested field,"I can get some experience in research and I can improve my skills in my interested field
"
trust,0,1,0,0,0,0,0,0,1,0,2016,Spring 2016 Midterm,Knowledge Disc in Databases,Which course activities do you find least helpful to your learning,find anything least important,"I didn't find anything least important.
"
trust,0,1,0,0,0,0,0,0,1,0,2016,Spring 2016 Midterm,Knowledge Disc in Databases,Why do you find these activities least helpful,find anything least important,"I didn't find anything least important.
"
trust,1,8,0,1,3,0,0,3,8,1,2014,First Summer 2014,Operating Syst and Networking,Please list outstanding strengths of the course and/or instructor,really can't say much instructor communication fairly limited would expected sort welcome email since was online class the emails got reminders tests check for group members think the course overall was pretty weak content necessarily but in structure the course was literally reading textbook and nothing else slides were provided online but were from the book's author and helpful,"I really can't say much about the instructor; communication was fairly limited. I would have expected some sort of welcome email since this was an online class, but the only emails we got were reminders for tests and to check for our group members. I think the course overall was pretty weak, not in content necessarily, but in structure. The course was literally reading from a textbook and nothing else. Slides were provided online, but those were from the book's author and weren't very helpful.
"
trust,0,1,0,0,1,0,0,0,1,0,2014,First Summer 2014,Operating Syst and Networking,Please list outstanding strengths of the course and/or instructor,definately learned lot textbook top notch,"Definately learned a lot. The textbook was top notch.
"
anticipation,0,0,0,0,1,0,0,0,2,0,2014,First Summer 2014,Operating Syst and Networking,Please list outstanding strengths of the course and/or instructor,straight forward organized way get track unless careless check moodle,"-Straight forward , organized no way to get off track unless your careless and don't check moodle.
"
fear,0,1,2,0,1,0,0,0,1,0,2014,First Summer 2014,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,although questions answered neutral due the on-line course most of the interaction done the sridharan ramachandran returned homework grade explanation promptly submitted question homework questions and response was prompt and informative great,"Although most of the questions were answered as Neutral due to the on-line course. Most of the interaction was done through the TA Sridharan Ramachandran. He returned each homework grade and explanation promptly. I submitted a question on a few homework questions and his response was very prompt and informative. Great TA
"
anticipation,0,0,0,0,3,0,0,0,1,2,2014,First Summer 2014,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,replied emails immediately to wait long reply,"She replied to all emails immediately. Did not have to wait too long for a reply.
"
trust,0,1,0,0,0,0,0,0,0,0,2014,First Summer 2014,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,group project related course great use assignment,"Group project was related to course, and a great use for an assignment
"
trust,0,1,0,0,1,0,0,0,2,0,2014,First Summer 2014,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,received feedback quickly instructor teaching assistants always available via email questions,"I received feedback very quickly. The instructor and teaching assistants were always available via email if I had any questions.
"
trust,0,1,0,0,1,0,0,0,3,0,2014,First Summer 2014,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,upgrade next edition to include relevant information,"Upgrade to the next edition to include more relevant information.
"
trust,0,3,0,0,3,0,0,0,5,0,2014,First Summer 2014,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,would like see effort put design the course the instructor little interaction fine to extent students the class really seemed like planning went into it the moodle course page was extremely basic assignments were the lectures were reading straight the book it seem like the instructor really cared about the course like it was thrown together in no more five minutes,"I would have like to see more effort put into the design of the course by the instructor. We had little interaction, which was fine to some extent, but there were only about 30 students in the class. It really seemed like no planning went into it; the Moodle course page was extremely basic, assignments were the ""lectures"" and those were reading straight from the book. It just didn't seem like the instructor really cared about the course, like it was thrown together in no more than five minutes.
"
trust,1,2,1,1,2,1,0,1,3,1,2014,First Summer 2014,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,returning grade less required provide comment the textbook bad there's new edition that may be better the figures provided hard to grasp the questions the end of the chapter are often able to be answered solely the information the book the lectures provided mostly slideshow of the figures from the book not helpful the alternate slides appear to be the result of past student work and sometimes contain errors the project assignment was very light details and was assigned days later than the syllabus indicated it would be the due date was not adjusted,"When returning a grade of less than 100, it should be required that the TA provide some comment as to why. The textbook is very bad. There's a new edition that may be better, but the figures provided are hard to grasp and the questions at the end of the chapter are often not able to be answered solely from the information in the book. The ""lectures"" provided were mostly just a slideshow of the figures from the book. This was not helpful. The ""alternate slides"" appear to be the result of past student work, and these sometimes contain errors. The project assignment was very light on details and was assigned 3 days later than the syllabus indicated it would be, while the due date was not adjusted.
"
anticipation,0,1,1,1,2,0,0,0,2,1,2014,First Summer 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,sometimes takes little longer hours response e-mail an instructor opinion try available whenever an exam going give set time be available in case questions wording anything comes sometimes wording be tricky it fair that's life presume,"Sometimes it takes a little longer than 24 hours for a response from an e-mail. An instructor(in my opinion) should try to be available whenever an exam is going on(give a set time when they will be available) in case any questions about wording or anything comes up. Sometimes the wording can be tricky and it isn't fair, but that's life I presume.
"
trust,0,2,0,0,2,0,0,0,1,1,2014,First Summer 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,project fit the class the prerequisite course the requirements for the project level the instructions the project were also vague,"To me, the project did not fit with the class. The only prerequisite for this course is ITCS 1213. The requirements for the project were WAY above that level. The instructions on the project were also vague.
"
surprise,0,0,0,0,0,0,1,0,0,0,2014,First Summer 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,lectures powerpoints occasional video material taken right of the book lectures powerpoints need original with more better diagrams and animations videos,"Lectures are Powerpoints with an occasional video and all of the material is taken right out of the book. Lectures/Powerpoints need to be more original with more/better diagrams and/or animations/videos.
"
trust,0,2,0,0,0,0,0,0,2,0,2014,First Summer 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,professor available answer questions since online class the professor should answer emails promptly,"The professor should be available to answer questions, since this is an online class. The professor should answer emails promptly.
"
trust,0,1,0,0,1,0,0,0,2,1,2014,First Summer 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,would subject beginning the course that the project announced the credential that everyone time work together the five week course especially since many of us have multiple courses taking well as working,"I would only subject that at the beginning of the course that the project be announced with the credential so that everyone can have more time to work together during the five week course. Especially since many of us have multiple courses we were taking as well as working.
"
trust,0,1,0,0,1,0,0,0,1,0,2014,First Summer 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,course online the instructor needs available to answer emails would take days to get reply even got one,"The course was online. The instructor needs to be more available to answer emails. It would take 3-4 days to get a reply if I even got one at all.
"
anticipation,0,0,0,0,1,0,0,0,1,1,2014,First Summer 2014,Operating Syst and Networking,"Please provide other observations, comments, or suggestions",please stop group projects group projects result uneven participation useful consider smaller individual project multiple smaller individual projects,"Please stop with the group projects. Group projects result in uneven participation and are not at all useful. Consider a smaller individual project, or multiple smaller individual projects.
"
trust,1,2,1,1,2,0,0,0,1,1,2014,First Summer 2014,Operating Syst and Networking,"Please provide other observations, comments, or suggestions",project hard the time constraint suggest instead of project that students need to write assignment explaining particular topic that the instructor lets us do,"The project was very hard to do because of the time constraint. I suggest that instead of a project that students need to write an assignment explaining a particular topic that the instructor lets us do.
"
trust,1,3,1,1,2,1,1,2,2,1,2014,First Summer 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",vast majority questions posed apply course this online course is lecture session as please treat neutral responses as do not apply to this course,"The vast majority of questions posed do not apply to this course. As this is an online course, there is no lecture session. As such, please treat all 'neutral' responses as 'do not apply to this course'.
"
anticipation,0,0,0,0,1,0,0,0,0,0,2014,First Summer 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",class informative group worked project fantastic the project was announced pulled together and successfully completed the project on time and learned much great course,"Class was very informative and the group that I worked with on our project were fantastic. Once the project was announced we all pulled together and successfully completed the project on time and learned so much from each other. Great course.
"
trust,0,4,0,0,0,0,0,2,3,0,2014,First Summer 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",since online class would helpful professor posted video lectures reinforce the readings this class felt like it self-taught since all was read material the book answer questions the project was assigned did appear to correspond to the material that we read the book it would be helpful if the programming concepts assigned in the project actually taught in the class,"Since this is an online class, it would be helpful if the professor posted some video lectures to reinforce all of the readings. This class felt like it was self-taught since all we did was read material from the book and answer questions. The project that was assigned did not appear to correspond to the material that we read in the book. It would be helpful if the programming concepts assigned in the project were actually taught in the class.
"
trust,0,3,0,0,2,0,2,2,3,0,2014,First Summer 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",online course communication was e-mail understand online course powerpoints good useful tool sense that mostly is the lecture the powerpoints need to really good,"This was an online course. So the only communication was through E-mail. I understand that with it being online course Powerpoints are a good and useful tool, but sense that is mostly all there is to the lecture the Powerpoints need to be really good.
"
trust,0,1,0,0,1,0,0,0,0,1,2014,First Summer 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",rated neutral class online class meet classroom felt the questions were irrelevant,"Most were rated neutral, but because this class was on online class, we did not meet in the classroom, so I felt some of the questions were irrelevant
"
trust,0,2,0,0,1,0,0,0,3,0,2014,First Summer 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",online class was expecting video lectures professor instead was told read the book answer questions feel like was effective i'm sure not remember much of the material this course since was so much reading,"This was an online class so I was expecting video lectures from the professor. Instead I was just told to read out of the book and answer questions. I do not feel like that was effective. I'm sure I will not remember much of the material after this course is over since there was so much reading.
"
trust,0,1,0,0,1,0,0,1,1,0,2015,First Summer 2015,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,text course great keeping shelf enjoyed the deeper dive topics already familiarity,"The text for this course is great, I will be keeping it on my shelf. I enjoyed the deeper dive into topics I already had some familiarity with.
"
trust,0,1,0,0,0,0,0,0,1,0,2015,First Summer 2015,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,class online really get know professor still really great she would always answer we emailed with questions,"This class was online so we didn't really get to know the professor, but she is still really great because she would always be there with an answer when we emailed her with questions.
"
trust,0,1,0,0,0,0,0,0,2,0,2015,First Summer 2015,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,class online correspond much the professor things layed clear way made it very easy to flow with the class,"The class was online, so we did not correspond very much with the professor. Things were layed out in a clear way, and it made it very easy to to flow with the class.
"
trust,0,1,0,0,1,0,0,0,1,0,2015,First Summer 2015,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,fantastic instructor helped asked laid schedule well,"Fantastic instructor, helped when asked and laid out he schedule very well.
"
trust,1,4,1,1,3,1,2,2,4,1,2015,First Summer 2015,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,group project effective trying treat class like class is not good enough approach group project would better the scale would be lowered made individual project people take online classes schedules not conducive to coming to campus because strange availabilities and trying to work group not take students into account,"There is a group project, which was not very effective. Trying to treat this class like any other class is not a good enough approach. The group project would be better if the scale would be lowered and made into an individual project. People take online classes because their schedules are not conducive to coming to campus, or because they have strange availabilities, and trying to work with a group does not take these students into account.
"
trust,0,1,0,0,0,0,0,1,1,0,2015,First Summer 2015,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,kind wish would taken course person normal semester,"I kind of wish I would have taken this course in person during a normal semester.
"
trust,0,1,0,0,1,0,0,0,2,0,2015,First Summer 2015,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,fair instructor,"Fair instructor.
"
trust,0,1,0,1,1,0,0,0,1,1,2015,First Summer 2015,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",enjoyed course complaints exams tough provide necessary studying time,"Enjoyed the course, no complaints. Exams are tough and provide necessary studying time.
"
trust,0,5,0,0,2,0,1,3,6,0,2015,First Summer 2015,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",class kind lectures even lectures just reading the textbook pretty much back every day there were additional videos was good idea really prove to useful overall seemed like the class was just something the professor planned the first semester taught it it was automatically copied moodle following semester,"The class was just kind of there; lectures were not even lectures, just reading the textbook pretty much from to back every day. There were some additional videos, which was a good idea, but they didn't really prove to be too useful. Overall, it seemed like the class was just something the professor had planned out the first semester she taught it, and then it was automatically copied over in Moodle for each following semester.
"
sadness,0,0,0,1,0,0,0,0,1,1,2016,First Summer 2016,Operating Syst and Networking,Please list outstanding strengths of the course and/or instructor,video cases extremely beneficial like fall line the topics,"The Video Cases are extremely beneficial and I like how they fall in line with the topics.
"
trust,0,1,0,0,1,0,1,1,1,0,2016,First Summer 2016,Operating Syst and Networking,Please list outstanding strengths of the course and/or instructor,good useful book youtube videos instructive,"Good and useful book. Youtube videos were instructive.
"
trust,0,3,1,1,1,1,0,1,4,1,2016,First Summer 2016,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,please improve canvas functionality linking student profiles school email letting canvas email response made discussion forum and allow discussion forums to subscribed to default the professor sees fit,"Please improve canvas functionality such as linking the student profiles to their school email and letting canvas email you when a response is made in a discussion forum and allow discussion forums to be subscribed to -by default- where the professor/TA sees fit.
"
trust,1,5,0,1,3,1,1,0,6,5,2016,First Summer 2016,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,lectures used tests watched every lecture the first part the semester took the first test find none of the questions were covered clearly the lectures based on the book not given enough time to read the sections required either basically to spend hours day reading in order to even keep tests have trick questions the wording almost identical to the book one word is changed tests hard to study for is not enough time to read everything and lectures are useless study guides the group project was worthless on top of not taught coding the subject matter was on chapter cover the day the project was due we to read ahead and stumble programming programming felt of place in class where no programming was taught,"Lectures were not used on the tests. I watched every lecture for the first part of the semester and took the first test to find that none of the questions were covered clearly in the lectures. It was all based on the book. Not given enough time to read the sections required either. Basically have to spend 7 hours a day reading in order to even keep up. Tests have trick questions where the wording is almost identical to the book but one word is changed. Tests are hard to study for because there is not enough time to read everything and lectures are useless. No study guides. The group project was worthless. On top of not being taught any coding, the subject matter was on a chapter we didn't cover until the day the project was due so we had to read ahead and stumble through programming Programming felt out of place in a class where no programming was taught.
"
trust,1,6,2,2,3,1,4,5,7,4,2016,First Summer 2016,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,conceptionally online group project give students necessary skills work geodiverse team fails miserably it penalizes the good students increasing workload helps the bad students get free ride the good students really mechanism to prevent personally found great deal work to finish because of this and focused as learning the material also found the material to be lacking and the tests not designed to test knowledge to trick,"While conceptionally, an online group project will give students the necessary skills to work with a geodiverse team, it fails miserably. It penalizes the good students by increasing his/her workload and helps the bad students because they get a free ride off of the good students. There really isn't a mechanism to prevent this. Personally, I found that I had a great deal more work to finish because of this and was not as focused as I should be on learning the other material. I also found the material to be lacking and the tests were not designed to test your knowledge but to trick you.
"
trust,0,1,0,0,1,0,0,0,1,0,2016,First Summer 2016,Operating Syst and Networking,"Please provide other observations, comments, or suggestions",course online instructor was even needed point,"Course was online - instructor was not even needed at this point.
"
anger,1,1,1,1,0,0,0,0,4,1,2016,First Summer 2016,Operating Syst and Networking,"Please provide other observations, comments, or suggestions",best resource class the book the youtube videos videos topics covered the test and reduce the amount reading required well and this might have decent class one online class and was by far one of the best classes have had book examples and video cases the way learned this class and even were suitable for the level of difficulty of the test,"The best resource for this class was the book and the youtube videos. Have more videos on topics covered by the test and reduce the amount of reading required to do well and this might have been a decent class. I had one online class before and it was by far one of the best classes I have had. Book examples and video cases were the only way I learned in this class and even those were not suitable for the level of difficulty of the test.
"
trust,0,3,0,0,1,0,0,1,7,0,2017,First Summer 2017,Introduction to Data Mining,Please list outstanding strengths of the course and/or instructor,lectures recorded available online along example problems and learning resources always easy learn material time needed one professor tzacheva's classes professional and classes are conducive to learning in experience,"Lectures are recorded and available online along with example problems and learning resources. It's always easy to learn material on your own time if needed in one of Professor Tzacheva's classes. She is very professional, and her classes are the most conducive to learning at UNCC in my experience.
"
trust,0,1,0,0,0,0,0,1,4,0,2017,First Summer 2017,Introduction to Data Mining,Please list outstanding strengths of the course and/or instructor,power point presentations helpful excessive material included research learn information,"PowerPoint presentations are helpful, excessive material included to research and learn the information
"
trust,0,2,0,0,1,0,0,1,3,0,2017,First Summer 2017,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,instructor provided lot supplemental information course extremely helpful given was online,"The instructor provided a lot of supplemental information for this course which was extremely helpful given it was online.
"
trust,0,2,0,0,1,0,0,0,2,0,2017,First Summer 2017,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,professor prepared course power point videos well,"Professor was prepared for the course, with PowerPoint(s) and videos as well.
"
trust,0,2,0,0,2,0,1,1,6,0,2017,First Summer 2017,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,good balance work rest challenging work interesting topic organized instructor,"Good balance of work/rest, challenging work, interesting topic, organized instructor.
"
trust,1,8,2,2,3,0,1,3,10,1,2017,First Summer 2017,Introduction to Data Mining,Please suggest areas for improvement of the course and/or instruction method,think fair was undergraduate class that was presented graduate level main project title even changed the assignemt still read plus it was difficult the original graduate project since that one did not include make video the project was incredibly confusing due to program instructions and the informtion could not found google search the book used was made in and still cost close to to rent in the book store understand using an older book to save money this not seem to be the case also the book years old and being rapidity devopling field book does not cover more recent topics that would be relavent in today's world the basic algorithms may be the but wish learned more is currently being used and real world examples,"I did not think it was fair that this was an undergraduate class that was presented with a graduate level of main project(the title wasn't even changed on the assignemt and still read 6132) plus it was more difficult then the original graduate project since that one did not include a UI or to make video. The RSES project was incredibly confusing due to there being no program instructions and the informtion could not be found in a google search. The book used was made in 2005 and still cost close to $100 to rent in the book store. I understand using an older book to save money but this does not seem to be the case. Also the book is 12 years old and being such a rapidity devopling field a book does not cover more recent topics that would be relavent in today's world. The basic algorithms may be the same but I wish I learned more about what is currently being used and some real world examples.
"
fear,0,0,1,0,1,0,0,0,0,0,2017,First Summer 2017,Introduction to Data Mining,Please suggest areas for improvement of the course and/or instruction method,group projects work especially difficult month long online class,"Group projects/work are especially difficult in a 1 month long online class.
"
trust,0,1,0,0,1,0,0,1,5,0,2017,First Summer 2017,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,learn canvas setup online learning make more friendly ex add home page should online teaching learning trainings group project included coding unrelated to class material teachings,"-Should learn more about Canvas setup for online learning to make it more friendly (ex. Add a home page) -Should do some online teaching&learning trainings -Group project included coding unrelated to class material teachings
"
trust,1,2,1,2,0,0,0,0,1,2,2017,First Summer 2017,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,criticism regarding group project class labelled distance educaiton class yet group project we needed meet together personally was half way across the country unable to participate the level to had wanted to methods communication online course made it extremely difficult to get this project finished,"My only criticism is regarding the group project. This class was labelled as a distance educaiton class yet we had a group project where we needed to meet up together. I personally was half way across the country and unable to participate in the level to which i had wanted to. While there are other methods of communication, it being an online course made it extremely difficult to get this project finished.
"
trust,0,3,0,1,0,0,0,1,4,0,2017,First Summer 2017,Introduction to Data Mining,"Please provide other observations, comments, or suggestions",please create true undergraduate level class projects tests graduate level please use text book written decade please modernize this corse this would awesome graduate level class in,"Please create a true undergraduate level class where the projects and tests are not graduate level. Please use a text book that was written in this decade. Please modernize this corse. This would be an awesome graduate level class in 2006.
"
trust,0,1,0,0,0,0,0,0,1,0,2017,First Summer 2017,Introduction to Data Mining,"Please provide other observations, comments, or suggestions",groups effective,"Groups are effective
"
trust,1,3,0,0,1,0,0,0,2,0,2017,First Summer 2017,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",better communication instructor students well as involvement students instead main communication with the,"Better communication between instructor and students, as well as more involvement with the students, instead of main communication being with the TA(s).
"
anticipation,0,0,0,0,1,0,0,0,2,0,2017,First Summer 2017,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",thank opportunity expand knowledge computer networks,"Thank you for the opportunity to expand my knowledge of computer networks!
"
trust,0,1,0,0,1,0,1,1,3,0,2014,Second Summer 2014,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,good introductory course gives overview algorithms involved knowledge discovery,"This is a good introductory course on KDD, it gives an overview of all the algorithms involved in knowledge discovery.
"
trust,0,3,0,0,2,0,1,2,3,1,2014,Second Summer 2014,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,good course content prepared subject,"Good course content prepared for the subject.
"
anger,1,0,0,0,0,0,0,0,0,1,2014,Second Summer 2014,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,quick replies questions complicate things,"Very quick with replies to questions and does not complicate things.
"
trust,0,2,0,0,1,0,0,0,3,1,2014,Second Summer 2014,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,part concentration database online course effective towards perspicuous knowledge the subject instructor devised the course to satisfy the need of student concentrating in database,"It was a part of my concentration in database This online course had been effective towards the perspicuous knowledge about the subject Instructor has devised the course to to satisfy the need of student concentrating in database
"
trust,0,1,0,0,0,0,0,0,0,0,2014,Second Summer 2014,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,examples related course topic explained well,"Examples related to course topic explained very well.
"
trust,0,1,0,0,1,0,0,0,1,0,2014,Second Summer 2014,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,way instructor planned the course the topics scheduled particular dates online impressive,"The way instructor has planned the course with the topics scheduled for particular dates as it online is impressive.
"
trust,0,1,0,0,1,0,1,1,1,0,2014,Second Summer 2014,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,good notes,"Good Notes
"
trust,0,1,0,0,1,0,1,1,1,0,2014,Second Summer 2014,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,could given good ppts rather asking refer text book,"Could have given some good ppts rather than just asking to refer text book.
"
trust,0,2,1,1,0,0,0,0,1,1,2014,Second Summer 2014,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,online course felt instruction clear student doubt,"Its online course and felt the instruction should be more clear, so that student will not have doubt.
"
trust,0,1,0,0,1,0,1,1,1,0,2014,Second Summer 2014,Knowledge Disc in Databases,"Please provide other observations, comments, or suggestions",course detailed the assignments good,"The course is very detailed and the assignments were good.
"
anticipation,0,1,0,0,2,0,0,0,1,0,2014,Second Summer 2014,Knowledge Disc in Databases,"Please provide other observations, comments, or suggestions",prepared lengthy exam paper possible finish within given time min frame single person hour,"She prepared so lengthy exam paper that it was not possible to finish within the given time (3 hr 30 min) frame by single person.
"
anger,1,1,0,1,1,0,1,1,2,1,2015,Second Summer 2015,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,online limited interaction varied amount material would nice book reading videos mostly the book present varied look the topic,"Being online, there is limited interaction, but a more varied amount of material would be nice. Book reading and some videos that were mostly the same as the book, did not present a varied look at the topic.
"
trust,0,1,0,0,1,0,1,1,2,0,2015,Second Summer 2015,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,online group project good idea summer course many people group task given for the project description the project not clear,"Online group project was not a good idea for a summer course. Too many people in a group to do the task given for the project. Description of the project is not very clear.
"
trust,0,1,0,0,0,0,0,0,2,1,2015,Second Summer 2015,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",textbook boring read author is dry makes hard to keep reading material,"Textbook is boring to read. Author is very dry, which makes it hard to keep reading through the material
"
trust,0,1,0,0,1,0,0,0,2,0,2017,Second Summer 2017,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,would know instructor strengths online course not respond emails timely manner,"Would not know what the instructor strengths are, it is an online course, and she does not respond to emails in a timely manner.
"
trust,0,3,0,0,2,0,1,1,3,0,2017,Second Summer 2017,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,instructor seemed good understanding coursework,"Instructor seemed to have a good understanding of the coursework.
"
trust,0,2,0,0,1,0,0,1,2,0,2017,Second Summer 2017,Intro Oper Syst & Networking,Please list outstanding strengths of the course and/or instructor,instructor used video assignments helpful,"Instructor used video assignments which was helpful
"
trust,0,2,0,0,0,0,0,1,6,0,2017,Second Summer 2017,Intro Oper Syst & Networking,Please list outstanding strengths of the course and/or instructor,sometimes taking summer course feel getting full extent the course would gotten the year course not like that feel confident received the quality of education students take this course during the year the professor great lecturer organized,"Sometimes, when taking a summer course, I feel I am not getting the full extent of the course that I would have gotten during the year. This course was not like that. I feel confident I received the same quality of education as students who take this course during the year. The professor is a great lecturer and very organized.
"
trust,0,2,0,0,1,0,1,1,4,0,2017,Second Summer 2017,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,lecture videos campus sessions good least use tripod reading whole chapters pages technical information not help retain the main concepts the course needs restructured,"The lecture videos from on campus sessions are not good, at least use a tripod. Reading whole chapters that have 100+ pages of technical information does not help retain the main concepts. The course needs to be restructured.
"
sadness,0,0,0,1,0,0,0,0,1,2,2017,Second Summer 2017,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,instead stylized summer course appears copy of the fall spring course date changes the idea of collaborative java coding project online course of the students substantive java experience where of the students even in charlotte seems bit much,"Instead of being stylized for Summer, the course appears to just be a copy of the Fall/Spring course with date changes. The idea of a collaborative Java coding project in an online course where only a few of the students have any substantive Java experience, and where 2 of the students aren't even in Charlotte, seems a bit much.
"
anticipation,0,0,0,0,1,0,0,0,0,0,2017,Second Summer 2017,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,actually responding questions concerns students would start also assign group project online course especially not able going to respond to issues,"Actually responding to questions/concerns that the students have would be a start. Also do not assign a group project in a online course, especially if you are not able/going to respond to issues.
"
trust,0,1,0,0,0,0,0,0,1,0,2017,Second Summer 2017,Intro Oper Syst & Networking,Please suggest areas for improvement of the course and/or instruction method,teacher usually take upwards five days respond to emails,"The teacher will usually take upwards of five days to respond to emails.
"
trust,0,2,0,0,0,0,0,0,1,0,2017,Second Summer 2017,Intro Oper Syst & Networking,Please suggest areas for improvement of the course and/or instruction method,better communication students professor,"Better communication between students and professor.
"
anger,1,0,1,1,0,1,0,0,0,1,2017,Second Summer 2017,Intro Oper Syst & Networking,Please suggest areas for improvement of the course and/or instruction method,lecture videos awful,"The lecture videos are awful
"
anger,1,0,1,1,0,1,0,0,0,1,2017,Second Summer 2017,Intro Oper Syst & Networking,Please suggest areas for improvement of the course and/or instruction method,textbook terrible,"a lot less book. The textbook was terrible.
"
anger,1,0,1,1,0,1,0,0,1,1,2017,Second Summer 2017,Intro Oper Syst & Networking,"Please provide other observations, comments, or suggestions",record new videos proper equipment bad,"Record new videos with proper equipment, it was so bad.
"
trust,0,2,0,0,0,0,0,0,1,0,2017,Second Summer 2017,Intro Oper Syst & Networking,"Please provide other observations, comments, or suggestions",better communication students professor gone couple weeks without replying emails students,"Better communication between students and professor. Has gone a couple of weeks without replying to emails from students.
"
anger,1,0,1,1,0,1,0,0,1,1,2017,Second Summer 2017,Intro Oper Syst & Networking,"Please provide other observations, comments, or suggestions",group experience stressful terrible frankly group projects seem fair especially online don't want graded work others,"18% of our grade is tied to a group project, and being an online class this is not easy. My group experience was stressful and terrible frankly. Group projects don't seem fair, especially online, because I don't want to be graded on the work of others.
"
trust,0,2,0,0,1,0,0,0,2,0,2013,Summer 2013,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,professor well prepared the class explains the concepts clearly,"The Professor is well prepared for the class. She explains the concepts very clearly.
"
trust,0,1,0,0,1,0,0,0,1,0,2013,Summer 2013,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,well prepared course syllabus she used ditinctly state the nuances the course,"She was well prepared for the course syllabus. She used to ditinctly state the nuances of the course
"
anticipation,0,1,0,0,2,0,0,0,2,0,2013,Summer 2013,Knowledge Disc in Databases,Please list outstanding strengths of the course and/or instructor,instructor patient provides lot examples material is covered slides sufficiently need follow text books,"Instructor is very patient, provides a lot of examples material is covered in slides sufficiently , no need to follow from text books
"
trust,0,1,0,0,0,0,0,1,1,0,2013,Summer 2013,Knowledge Disc in Databases,Please suggest areas for improvement of the course and/or instruction method,feel improvement needed,"I feel no improvement is needed
"
